Date;Open;High;Low;Close;Volume;Adj Close;lnret
22/11/04;24034;24508;23839;24445;0;24445;0,016956202
23/11/04;24446;24684;24290;24340;0;24340;-0,004304608
24/11/04;24339;24641;24339;24368;0;24368;0,001149709
25/11/04;24372;24872;24372;24867;0;24867;0,020270827
26/11/04;24867;25072;24756;24998;0;24998;0,005254198
29/11/04;25000;25084;24653;24855;0;24855;-0,005736882
30/11/04;24855;25160;24736;25128;0;25128;0,010923823
1/12/04;25129;25381;25118;25235;0;25235;0,004249158
2/12/04;25235;25360;25057;25200;0;25200;-0,001387925
3/12/04;25218;25604;25218;25468;0;25468;0,010578768
6/12/04;25474;25709;25430;25633;0;25633;0,006457822
7/12/04;25632;25667;24945;24989;0;24989;-0,025444856
8/12/04;24988;25041;24615;24968;0;24968;-0,000840723
9/12/04;24970;25053;24452;24526;0;24526;-0,017861226
10/12/04;24530;24954;24494;24933;0;24933;0,016458448
13/12/04;24933;25260;24867;25225;0;25225;0,011643339
14/12/04;25226;25568;25226;25563;0;25563;0,013310427
15/12/04;25568;25919;25363;25576;0;25576;0,000508418
16/12/04;25561;25877;25543;25831;0;25831;0,009920909
17/12/04;25835;25835;25474;25659;0;25659;-0,006680934
20/12/04;25661;25772;25456;25537;0;25537;-0,004766006
21/12/04;25537;25898;25465;25890;0;25890;0,013728413
22/12/04;25892;26075;25713;25723;0;25723;-0,00647126
23/12/04;25719;25971;25618;25878;0;25878;0,006007654
27/12/04;25862;26084;25862;25937;0;25937;0,002277334
28/12/04;25937;26145;25919;26117;0;26117;0,006915923
29/12/04;26117;26245;26091;26161;0;26161;0,001683309
30/12/04;26171;26270;26108;26196;0;26196;0,001336975
3/01/05;26193;26492;25671;25722;0;25722;-0,018260071
4/01/05;25722;25873;24791;24848;0;24848;-0,03456939
5/01/05;24859;25001;24523;24692;0;24692;-0,006297962
6/01/05;24695;24808;24250;24367;0;24367;-0,013249547
7/01/05;24376;24874;24376;24747;0;24747;0,015474512
10/01/05;24747;24825;24086;24292;0;24292;-0,018557192
11/01/05;24295;24457;24127;24370;0;24370;0,00320579
12/01/05;24370;24560;23983;24510;0;24510;0,00572833
13/01/05;24523;24919;24523;24806;0;24806;0,012004362
14/01/05;24802;24966;24481;24924;0;24924;0,004745635
17/01/05;24924;25022;24515;24515;0;24515;-0,01654602
18/01/05;24515;24515;24019;24089;0;24089;-0,01752987
19/01/05;24091;24465;24091;24271;0;24271;0,007526917
20/01/05;24271;24271;23534;23610;0;23610;-0,027611871
21/01/05;23618;24006;23609;23818;0;23818;0,008771246
24/01/05;23819;24302;23813;24198;0;24198;0,015828388
26/01/05;24207;24555;24207;24530;0;24530;0,013626873
27/01/05;24529;24529;23869;24030;0;24030;-0,020593809
28/01/05;24006;24056;23595;23968;0;23968;-0,002583442
31/01/05;23970;24399;23970;24351;0;24351;0,015853309
1/02/05;24392;24506;24073;24149;0;24149;-0,008329945
2/02/05;24150;24624;24139;24605;0;24605;0,018706703
3/02/05;24606;24896;24548;24874;0;24874;0,010873407
4/02/05;24874;25736;24818;25732;0;25732;0,033912272
9/02/05;25733;26314;25733;26314;0;26314;0,022365763
10/02/05;26314;26456;25882;26416;0;26416;0,00386877
11/02/05;26414;26786;26132;26671;0;26671;0,009606946
14/02/05;26660;26753;26321;26532;0;26532;-0,005225281
15/02/05;26532;26660;26212;26610;0;26610;0,002935533
16/02/05;26611;26683;26312;26384;0;26384;-0,008529319
17/02/05;26385;27159;26385;27091;0;27091;0,026443804
18/02/05;27086;27184;26707;26756;0;26756;-0,012442822
21/02/05;26730;27094;26698;26853;0;26853;0,003618799
22/02/05;26856;27329;26620;26740;0;26740;-0,004216975
23/02/05;26746;27198;26746;27198;0;27198;0,01698287
24/02/05;27198;28436;27198;28436;0;28436;0,044512507
25/02/05;28429;28778;28178;28425;0;28425;-0,000386908
28/02/05;28423;28555;27799;28139;0;28139;-0,010112525
1/03/05;28135;28137;27643;27730;0;27730;-0,014641655
2/03/05;27730;28200;27498;28200;0;28200;0,016807118
3/03/05;28204;28766;28204;28668;0;28668;0,01645954
4/03/05;28676;29228;28676;29197;0;29197;0,018284446
7/03/05;29464;29584;29183;29455;0;29455;0,008797711
8/03/05;29452;29452;28883;29021;0;29021;-0,014843969
9/03/05;29018;29058;28381;28514;0;28514;-0,017624511
10/03/05;28511;28682;28049;28567;0;28567;0,001857011
11/03/05;28567;28932;28008;28075;0;28075;-0,017372705
14/03/05;28075;28135;27715;28099;0;28099;0,000854488
15/03/05;28107;28300;27455;27588;0;27588;-0,018353093
16/03/05;27587;27841;27260;27827;0;27827;0,008625877
17/03/05;27824;28162;27319;28086;0;28086;0,009264459
18/03/05;28088;28174;27498;27593;0;27593;-0,017709114
21/03/05;27587;27633;27214;27411;0;27411;-0,006617725
22/03/05;27419;27844;26480;26618;0;26618;-0,029356714
23/03/05;26613;26792;26131;26248;0;26248;-0,013997883
24/03/05;26267;26827;26267;26702;0;26702;0,017148673
28/03/05;26705;26705;26224;26257;0;26257;-0,016805849
29/03/05;26259;26620;25761;25842;0;25842;-0,015931545
30/03/05;25861;26470;25861;26470;0;26470;0,024010941
31/03/05;26471;26768;26259;26611;0;26611;0,005312648
1/04/05;26612;27178;26612;26774;0;26774;0,006106603
4/04/05;26770;26770;26204;26407;0;26407;-0,013802141
5/04/05;26407;26724;25965;26038;0;26038;-0,014072117
6/04/05;26038;26254;25615;25695;0;25695;-0,013260589
7/04/05;25695;26308;25656;26308;0;26308;0,023576655
8/04/05;26305;26310;25826;25885;0;25885;-0,016209425
11/04/05;25884;25943;25695;25900;0;25900;0,000579318
12/04/05;25900;26324;25611;26206;0;26206;0,011745423
13/04/05;26206;26579;26057;26066;0;26066;-0,005356609
14/04/05;26069;26113;24949;24984;0;24984;-0,042396163
15/04/05;25000;25115;24575;24656;0;24656;-0,013215341
18/04/05;24656;24965;24420;24877;0;24877;0,008923403
19/04/05;24877;25566;24877;25566;0;25566;0,027319662
20/04/05;25566;25692;24954;25062;0;25062;-0,019910589
22/04/05;25062;25428;24691;24767;0;24767;-0,011840633
25/04/05;24769;25297;24744;25232;0;25232;0,018600908
26/04/05;25232;25563;25067;25305;0;25305;0,002888974
27/04/05;25295;25295;24886;25242;0;25242;-0,002492731
28/04/05;25238;25238;24423;24440;0;24440;-0,03228814
29/04/05;24454;24858;24154;24844;0;24844;0,01639514
2/05/05;24847;24904;24468;24705;0;24705;-0,005610622
3/05/05;24711;24926;24548;24716;0;24716;0,000445155
4/05/05;24738;25560;24738;25474;0;25474;0,030207517
5/05/05;25478;25697;25225;25436;0;25436;-0,001492831
6/05/05;25437;25808;25437;25589;0;25589;0,005997078
9/05/05;25593;25623;25404;25465;0;25465;-0,004857611
10/05/05;25467;25530;24636;24763;0;24763;-0,027954357
11/05/05;24765;24837;24290;24699;0;24699;-0,002587847
12/05/05;24699;24923;23985;24117;0;24117;-0,023845771
13/05/05;24115;24260;23680;23887;0;23887;-0,009582608
16/05/05;23883;24381;23765;24379;0;24379;0,020387728
17/05/05;24362;24513;24024;24413;0;24413;0,001393671
18/05/05;24410;24967;24410;24898;0;24898;0,019671702
19/05/05;24882;24882;24530;24829;0;24829;-0,002775154
20/05/05;24827;24836;24494;24522;0;24522;-0,012441651
23/05/05;24525;24586;24208;24215;0;24215;-0,012598398
24/05/05;24215;24583;24012;24545;0;24545;0,013535892
25/05/05;24541;24682;24345;24478;0;24478;-0,002733413
27/05/05;24480;25270;24480;25255;0;25255;0,031249401
30/05/05;25248;25616;25215;25424;0;25424;0,006669454
31/05/05;25426;25633;25154;25207;0;25207;-0,008571876
1/06/05;25209;25993;25209;25949;0;25949;0,02901134
2/06/05;25950;26755;25930;26640;0;26640;0,026280772
3/06/05;26642;26692;26145;26366;0;26366;-0,010338544
6/06/05;26363;26363;25217;25556;0;25556;-0,031203179
7/06/05;25556;25556;24933;25026;0;25026;-0,020956838
8/06/05;25026;25423;24645;24702;0;24702;-0,013031072
9/06/05;24702;24702;24224;24484;0;24484;-0,008864369
10/06/05;24484;25049;24484;24951;0;24951;0,018894059
13/06/05;24955;25309;24846;24902;0;24902;-0,00196578
14/06/05;24898;25789;24330;25744;0;25744;0,033253469
15/06/05;25744;25744;24916;25481;0;25481;-0,010268514
16/06/05;25479;25895;25479;25751;0;25751;0,010540385
17/06/05;25752;26267;25752;26093;0;26093;0,013193618
20/06/05;26093;26142;25764;26046;0;26046;-0,001802874
21/06/05;26046;26130;25578;25722;0;25722;-0,012517549
22/06/05;25730;25755;25324;25678;0;25678;-0,001712063
23/06/05;25678;25704;24816;24816;0;24816;-0,034145988
24/06/05;24811;25011;24725;24917;0;24917;0,004061695
27/06/05;24917;25306;24640;25226;0;25226;0,012324907
28/06/05;25226;25454;25098;25261;0;25261;0,001386496
29/06/05;25267;25451;25031;25126;0;25126;-0,005358538
30/06/05;25132;25279;25051;25051;0;25051;-0,00298942
1/07/05;25051;25409;25047;25311;0;25311;0,010325337
4/07/05;25314;25314;24899;25045;0;25045;-0,010564877
5/07/05;25042;25059;24526;24675;0;24675;-0,014883621
6/07/05;24677;24677;24267;24517;0;24517;-0,006423831
7/07/05;24513;24603;24192;24450;0;24450;-0,002736539
8/07/05;24452;24657;24287;24423;0;24423;-0,001104905
11/07/05;24425;25032;24425;25016;0;25016;0,023990309
12/07/05;25027;25576;24932;25536;0;25536;0,020573601
13/07/05;25557;26043;25557;25856;0;25856;0,012453461
14/07/05;25859;26142;25725;25920;0;25920;0,002472189
15/07/05;25916;25916;25222;25222;0;25222;-0,027298242
18/07/05;25222;25412;24916;25321;0;25321;0,003917461
19/07/05;25312;25312;24960;25271;0;25271;-0,001976598
20/07/05;25268;25795;24970;25705;0;25705;0,017028032
21/07/05;25706;25964;25505;25842;0;25842;0,00531555
22/07/05;25834;25848;25244;25391;0;25391;-0,017606295
25/07/05;25388;25388;24410;24531;0;24531;-0,034457157
26/07/05;24506;24899;24328;24868;0;24868;0,013644213
27/07/05;24882;25362;24774;25338;0;25338;0,018723409
28/07/05;25340;26125;25340;26068;0;26068;0,028403263
29/07/05;26065;26306;25946;26042;0;26042;-0,000997889
1/08/05;26042;26452;25911;26298;0;26298;0,009782271
2/08/05;26325;26824;26325;26789;0;26789;0,018498465
3/08/05;26789;27317;26638;26714;0;26714;-0,002803583
4/08/05;26714;26960;26440;26470;0;26470;-0,009175756
5/08/05;26469;26881;26350;26518;0;26518;0,001811731
8/08/05;26521;26985;26521;26711;0;26711;0,007251718
9/08/05;26711;27291;26711;27291;0;27291;0,021481512
10/08/05;27291;27606;26935;27117;0;27117;-0,00639614
11/08/05;27099;27512;26494;26633;0;26633;-0,018009789
12/08/05;26629;26951;25734;26951;0;26951;0,011869354
15/08/05;26960;27413;26944;27375;0;27375;0,015609786
16/08/05;27376;27696;26967;27080;0;27080;-0,01083474
17/08/05;27084;27519;27057;27416;0;27416;0,012331337
18/08/05;27395;27419;26806;26900;0;26900;-0,019000498
19/08/05;26909;27183;26129;26644;0;26644;-0,009562302
22/08/05;26647;27287;26647;27261;0;27261;0,022893125
23/08/05;27261;27264;26648;26769;0;26769;-0,018212608
24/08/05;26769;26862;26479;26712;0;26712;-0,002131599
25/08/05;26712;27403;26712;27402;0;27402;0,025503101
26/08/05;27397;27422;27008;27095;0;27095;-0,011266794
29/08/05;27113;27432;26981;27385;0;27385;0,010646209
30/08/05;27385;27619;27339;27604;0;27604;0,007965272
31/08/05;27626;28072;27626;28045;0;28045;0,015849673
1/09/05;28044;28237;27799;27962;0;27962;-0,002963917
2/09/05;27972;28347;27972;28319;0;28319;0,012686512
5/09/05;28322;28579;28322;28522;0;28522;0,007142762
6/09/05;28523;28855;28338;28855;0;28855;0,011607569
8/09/05;28855;28956;28709;28828;0;28828;-0,000936151
9/09/05;28837;29387;28820;29308;0;29308;0,016513379
12/09/05;29308;29331;28991;29086;0;29086;-0,007603558
13/09/05;29084;29194;28814;28873;0;28873;-0,007350056
14/09/05;28874;29152;28842;29050;0;29050;0,006111581
15/09/05;29048;29561;29048;29366;0;29366;0,010819059
16/09/05;29368;29863;29368;29816;0;29816;0,01520762
19/09/05;29816;30076;29715;30076;0;30076;0,008682349
20/09/05;30076;30370;29889;30059;0;30059;-0,000565395
21/09/05;30059;30890;29815;30837;0;30837;0,025553151
22/09/05;30839;30931;30422;30678;0;30678;-0,005169482
23/09/05;30683;31371;30683;31294;0;31294;0,019880601
26/09/05;31301;31565;30957;31141;0;31141;-0,004901107
27/09/05;31146;31219;30593;30875;0;30875;-0,008578484
28/09/05;30879;31405;30879;31317;0;31317;0,014214286
29/09/05;31318;31524;30839;31209;0;31209;-0,003454566
30/09/05;31209;31584;31135;31584;0;31584;0,011944148
3/10/05;31582;31985;31542;31856;0;31856;0,008575084
4/10/05;31857;32052;31235;31284;0;31284;-0,018118963
5/10/05;31272;31272;30118;30164;0;30164;-0,036457624
6/10/05;30165;30241;28893;29227;0;29227;-0,031556221
7/10/05;29227;30213;29227;29973;0;29973;0,025204037
10/10/05;29982;30502;29982;30277;0;30277;0,010091372
11/10/05;30275;30775;30275;30614;0;30614;0,011069072
13/10/05;30561;30561;29337;29880;0;29880;-0,02426806
14/10/05;29880;30251;29090;29770;0;29770;-0,003688185
17/10/05;29777;30377;29777;30242;0;30242;0,015730512
18/10/05;30241;30451;29068;29068;0;29068;-0,039593774
19/10/05;29072;29558;28596;29297;0;29297;0,007847209
20/10/05;29300;29975;28161;28344;0;28344;-0,033069754
21/10/05;28346;29176;28346;29176;0;29176;0,028931086
24/10/05;29176;29835;29120;29835;0;29835;0,022335747
25/10/05;29837;30095;29396;29498;0;29498;-0,011359737
26/10/05;29492;29971;29244;29730;0;29730;0,007834173
27/10/05;29730;29842;29005;29133;0;29133;-0,020285085
28/10/05;29133;29567;29133;29318;0;29318;0,00633011
31/10/05;29333;30252;29333;30194;0;30194;0,029441567
1/11/05;30194;30981;30194;30900;0;30900;0,023112955
3/11/05;30899;31487;30899;31100;0;31100;0,006451635
4/11/05;31080;31234;30584;30888;0;30888;-0,00684006
7/11/05;30888;31363;30728;30952;0;30952;0,002069858
8/11/05;30951;31078;30587;30971;0;30971;0,000613665
9/11/05;30971;31232;30493;30666;0;30666;-0,009896734
10/11/05;30665;30726;30218;30725;0;30725;0,001922106
11/11/05;30722;30746;30385;30511;0;30511;-0,006989381
14/11/05;30510;30510;29948;30219;0;30219;-0,009616409
16/11/05;30219;30516;30157;30482;0;30482;0,00866548
17/11/05;30483;31248;30483;31087;0;31087;0,01965338
18/11/05;31087;31180;30887;31102;0;31102;0,0004824
21/11/05;31102;31291;30969;31110;0;31110;0,000257185
22/11/05;31110;31500;30473;31489;0;31489;0,012108968
23/11/05;31489;32014;31489;31943;0;31943;0,014314786
24/11/05;31938;32123;31678;31945;0;31945;6,26E+05
25/11/05;31947;32059;31840;31920;0;31920;-0,000782901
28/11/05;31920;32350;31337;31358;0;31358;-0,017763355
29/11/05;31360;31767;31360;31652;0;31652;0,00933192
30/11/05;31652;31918;31296;31917;0;31917;0,008337445
1/12/05;31921;32700;31921;32617;0;32617;0,021694842
2/12/05;32617;32936;32617;32832;0;32832;0,006570025
5/12/05;32835;32910;32547;32701;0;32701;-0,003997991
6/12/05;32712;33332;32712;33223;0;33223;0,015836749
7/12/05;33225;33271;32649;32757;0;32757;-0,014125727
8/12/05;32756;32997;32476;32480;0;32480;-0,008492164
9/12/05;32483;32971;32483;32922;0;32922;0,013516612
12/12/05;32925;33299;32868;32971;0;32971;0,00148726
13/12/05;32971;33432;32835;33420;0;33420;0,013526136
14/12/05;33420;33837;33369;33629;0;33629;0,006234267
15/12/05;33625;33799;33103;33193;0;33193;-0,01304978
16/12/05;33193;33579;33193;33292;0;33292;0,002978118
19/12/05;33284;33496;32908;33005;0;33005;-0,008658063
20/12/05;33008;33140;32768;33067;0;33067;0,001876741
21/12/05;33068;33553;33068;33517;0;33517;0,013516967
22/12/05;33521;33652;33463;33513;0;33513;-0,00011935
23/12/05;33509;33575;33280;33331;0;33331;-0,005445528
26/12/05;33331;33435;33140;33298;0;33298;-0,00099056
27/12/05;33297;33631;33239;33371;0;33371;0,002189924
28/12/05;33371;33463;32965;33138;0;33138;-0,007006599
29/12/05;33137;33456;33137;33456;0;33456;0,009550483
2/01/06;33462;33519;32860;33507;0;33507;0,00152323
3/01/06;33507;34563;33507;34541;0;34541;0,030392652
4/01/06;34540;35223;34540;35002;0;35002;0,013258178
5/01/06;35006;35088;34681;34936;0;34936;-0,001887387
6/01/06;35170;35529;34940;35475;0;35475;0,015310407
9/01/06;35475;35601;35108;35337;0;35337;-0,003897649
10/01/06;35338;35338;34687;35049;0;35049;-0,008183491
11/01/06;35050;35953;35050;35952;0;35952;0,025437633
12/01/06;35953;36286;35641;35779;0;35779;-0,004823586
13/01/06;35779;35951;35480;35897;0;35897;0,003292597
16/01/06;35897;36534;35891;36534;0;36534;0,017589607
17/01/06;36534;36534;35817;36119;0;36119;-0,011424291
18/01/06;36115;36115;35380;35805;0;35805;-0,008731494
19/01/06;35813;36979;35813;36858;0;36858;0,028985143
20/01/06;36857;36938;36432;36695;0;36695;-0,004432185
23/01/06;36687;36771;36213;36632;0;36632;-0,001718331
24/01/06;36632;37428;36632;37400;0;37400;0,020748529
26/01/06;37402;38031;37402;38014;0;38014;0,016283809
27/01/06;38018;38804;37688;37822;0;37822;-0,005063569
30/01/06;37824;38276;37501;38242;0;38242;0,011043444
31/01/06;38243;38456;37630;38383;0;38383;0,003680265
1/02/06;38382;38500;37886;38485;0;38485;0,002653902
2/02/06;38482;38508;37237;37304;0;37304;-0,031167995
3/02/06;37304;37609;36526;37262;0;37262;-0,001126519
6/02/06;37262;37776;37229;37321;0;37321;0,00158213
7/02/06;37320;37376;36556;36562;0;36562;-0,020546721
8/02/06;36553;36784;36183;36499;0;36499;-0,001724587
9/02/06;36501;37177;36501;36882;0;36882;0,010438764
10/02/06;36886;37813;36633;36975;0;36975;0,002518381
13/02/06;36975;37076;36114;36114;0;36114;-0,023561407
14/02/06;36117;36734;35891;36627;0;36627;0,014105072
15/02/06;36629;37447;36422;37239;0;37239;0,016570926
16/02/06;37245;38268;37245;38256;0;38256;0,026943812
17/02/06;38256;38642;38256;38422;0;38422;0,004329801
20/02/06;38418;38678;38032;38539;0;38539;0,003040503
21/02/06;38541;38978;38166;38166;0;38166;-0,009725649
22/02/06;38166;38633;38056;38246;0;38246;0,002093913
23/02/06;38242;38522;37747;38405;0;38405;0,00414868
24/02/06;38406;38610;38337;38610;0;38610;0,005323651
1/03/06;38610;39203;38533;39178;0;39178;0,014604054
2/03/06;39182;39367;38989;39126;0;39126;-0,001328157
3/03/06;39129;39356;38716;39240;0;39240;0,002909427
6/03/06;39241;39395;38348;38354;0;38354;-0,02283781
7/03/06;38350;38350;37130;37423;0;37423;-0,024573336
8/03/06;37421;37421;36446;37289;0;37289;-0,003587112
9/03/06;37289;37739;36085;36312;0;36312;-0,026550112
10/03/06;36328;37161;36218;36891;0;36891;0,015819354
13/03/06;36891;37259;36513;36793;0;36793;-0,002660009
14/03/06;36789;37541;36417;37541;0;37541;0,020126059
15/03/06;37546;38341;37543;38244;0;38244;0,018553016
16/03/06;38245;38578;37962;38157;0;38157;-0,002277458
17/03/06;38159;38268;37769;38049;0;38049;-0,002834424
20/03/06;38049;38500;37978;38204;0;38204;0,004065419
21/03/06;38204;38204;37351;37398;0;37398;-0,021322995
22/03/06;37398;37851;37156;37851;0;37851;0,012040173
23/03/06;37850;38128;37207;37474;0;37474;-0,01001004
24/03/06;37473;37775;37301;37577;0;37577;0,002744802
27/03/06;37577;37893;37153;37641;0;37641;0,001701721
28/03/06;37640;37731;36682;36682;0;36682;-0,02580771
29/03/06;36684;37492;36684;37492;0;37492;0,021841405
30/03/06;37493;38089;37469;37777;0;37777;0,007572875
31/03/06;37783;38016;37619;37952;0;37952;0,004621752
3/04/06;37952;38851;37952;38717;0;38717;0,019956577
4/04/06;38718;39086;38606;38802;0;38802;0,002193012
5/04/06;38803;39054;38475;39053;0;39053;0,006447906
6/04/06;39053;39310;38700;39285;0;39285;0,005923069
7/04/06;39285;39397;38630;38926;0;38926;-0,009180359
10/04/06;38927;38927;38239;38475;0;38475;-0,011653728
11/04/06;38478;38885;37823;37901;0;37901;-0,015031183
12/04/06;37901;38448;37816;38427;0;38427;0,013782841
13/04/06;38426;38479;37984;38082;0;38082;-0,009018608
17/04/06;38086;38698;38086;38462;0;38462;0,009929011
18/04/06;38466;39584;38466;39572;0;39572;0,028451057
19/04/06;39581;40026;39492;39938;0;39938;0,009206454
20/04/06;39941;40278;39435;39775;0;39775;-0,004089677
24/04/06;39775;40089;39616;39751;0;39751;-0,000603576
25/04/06;39753;39953;39577;39738;0;39738;-0,000327089
26/04/06;39739;40422;39739;40410;0;40410;0,01676937
27/04/06;40410;40410;39631;39751;0;39751;-0,016442281
28/04/06;39752;40425;39752;40363;0;40363;0,015278526
2/05/06;40365;41017;40277;41017;0;41017;0,016073091
3/05/06;41016;41068;40574;40920;0;40920;-0,002367674
4/05/06;40926;41258;40894;40976;0;40976;0,001367588
5/05/06;40976;41449;40976;41417;0;41417;0,010704895
8/05/06;41417;41693;41095;41515;0;41515;0,002363383
9/05/06;41505;42016;41446;41979;0;41979;0,011114686
10/05/06;41981;41985;41418;41752;0;41752;-0,005422139
11/05/06;41758;42062;40777;40847;0;40847;-0,021913975
12/05/06;40847;40862;40121;40223;0;40223;-0,015394408
15/05/06;39688;40209;38871;39271;0;39271;-0,023952638
16/05/06;39271;39953;38923;39416;0;39416;0,003685492
17/05/06;39411;39411;38099;38291;0;38291;-0,028956944
18/05/06;38290;38591;37807;37807;0;37807;-0,012720611
19/05/06;37820;38465;37325;37733;0;37733;-0,001959228
22/05/06;37732;37732;35664;36497;0;36497;-0,033304978
23/05/06;36498;37567;36099;36110;0;36110;-0,01066023
24/05/06;36104;36341;34911;35792;0;35792;-0,008845431
25/05/06;35794;37569;35794;37569;0;37569;0,048454838
26/05/06;37574;38510;37574;38506;0;38506;0,024634831
29/05/06;38634;38734;38055;38145;0;38145;-0,009419386
30/05/06;38149;38149;36413;36413;0;36413;-0,046468834
31/05/06;36414;37216;36362;36530;0;36530;0,003207987
1/06/06;36531;37748;36502;37748;0;37748;0,032798653
2/06/06;37750;38437;37411;37942;0;37942;0,005126184
5/06/06;37939;37976;36670;36740;0;36740;-0,032192598
6/06/06;36740;36740;35673;36558;0;36558;-0,004966039
7/06/06;36559;36771;35262;35264;0;35264;-0,036037427
8/06/06;35262;35608;34360;35438;0;35438;0,004922077
9/06/06;35438;36181;35075;35075;0;35075;-0,010296065
12/06/06;35083;35266;33537;33555;0;33555;-0,044302742
13/06/06;33535;33582;32824;32848;0;32848;-0,021295023
14/06/06;32848;33474;32057;32941;0;32941;0,002827222
16/06/06;32942;34543;32942;34399;0;34399;0,043309412
19/06/06;34407;34669;33549;33897;0;33897;-0,014700979
20/06/06;33897;34156;33568;33632;0;33632;-0,00784852
21/06/06;33632;34601;33216;34547;0;34547;0,026842721
22/06/06;34544;34714;34226;34317;0;34317;-0,006679858
23/06/06;34314;34864;33880;34661;0;34661;0,009974277
26/06/06;34663;34875;34584;34631;0;34631;-0,000865901
27/06/06;34631;35015;34368;34376;0;34376;-0,007390588
28/06/06;34374;34837;34349;34835;0;34835;0,013263982
29/06/06;34835;36487;34835;36487;0;36487;0,046333404
30/06/06;36487;37036;36359;36631;0;36631;0,003938844
3/07/06;36629;37402;36534;37357;0;37357;0,019625434
4/07/06;37358;37601;37188;37367;0;37367;0,000267652
5/07/06;37366;37366;36304;36378;0;36378;-0,026823766
6/07/06;36380;36993;36380;36533;0;36533;0,004251765
7/07/06;36541;36796;35850;36102;0;36102;-0,011867696
10/07/06;36107;36427;35863;36141;0;36141;0,001079689
11/07/06;36137;36581;35590;36554;0;36554;0,011362664
12/07/06;36555;36747;36189;36230;0;36230;-0,008903114
13/07/06;36221;36221;35344;35354;0;35354;-0,024475965
14/07/06;35353;35651;35001;35350;0;35350;-0,000113148
17/07/06;35344;35469;34814;34866;0;34866;-0,01378625
18/07/06;34871;35311;34591;35130;0;35130;0,007543324
19/07/06;35136;36785;35136;36785;0;36785;0,046034687
20/07/06;36786;37043;35847;35847;0;35847;-0,025830272
21/07/06;35847;36144;35307;35510;0;35510;-0,009445535
24/07/06;35525;36283;35525;36224;0;36224;0,019907536
25/07/06;36223;36709;36011;36681;0;36681;0,012537027
26/07/06;36681;36951;36475;36594;0;36594;-0,002374617
27/07/06;36595;37112;36593;36888;0;36888;0,008002002
28/07/06;36886;37522;36841;37381;0;37381;0,013276259
31/07/06;37381;37399;37077;37077;0;37077;-0,008165723
1/08/06;37077;37084;36536;36839;0;36839;-0,006439765
2/08/06;36843;37481;36834;37288;0;37288;0,012114492
3/08/06;37288;37688;36893;37451;0;37451;0,004361853
4/08/06;37462;38172;37462;37848;0;37848;0,010544726
7/08/06;37845;37879;37518;37698;0;37698;-0,003971096
8/08/06;37699;38081;37532;37600;0;37600;-0,002602992
9/08/06;37602;38086;37180;37255;0;37255;-0,009217886
10/08/06;37255;37423;36929;37354;0;37354;0,002653837
11/08/06;37354;37502;36886;36944;0;36944;-0,011036748
14/08/06;36950;37184;36490;36557;0;36557;-0,010530566
15/08/06;36559;37417;36559;37296;0;37296;0,020013396
16/08/06;37296;37697;37210;37678;0;37678;0,010190287
17/08/06;37451;38022;37402;37559;0;37559;-0,00316334
18/08/06;37559;37589;37178;37552;0;37552;-0,000186391
21/08/06;37550;37550;37139;37161;0;37161;-0,010466815
22/08/06;37161;37255;36511;36678;0;36678;-0,013082704
23/08/06;36675;36690;35512;35512;0;35512;-0,032306453
24/08/06;35514;35872;35123;35797;0;35797;0,007993423
25/08/06;35795;36128;35586;35958;0;35958;0,0044875
28/08/06;35958;36389;35649;36375;0;36375;0,011530135
29/08/06;36384;36617;36013;36304;0;36304;-0,001953797
30/08/06;36303;36520;36125;36313;144235600;36313;0,000247876
31/08/06;36313;36606;36013;36232;0;36232;-0,002233098
1/09/06;36232;37329;36232;37329;98953400;37329;0,029827798
4/09/06;37330;37739;37287;37693;83711000;37693;0,009703896
5/09/06;37693;37693;37271;37368;104148400;37368;-0,008659678
6/09/06;37368;37368;36710;36710;99016400;36710;-0,017765526
8/09/06;36705;36725;36495;36558;80359000;36558;-0,004149157
11/09/06;36561;36561;35666;35772;158480500;35772;-0,021734576
12/09/06;35777;36147;35626;36147;127765600;36147;0,010428493
13/09/06;36147;36726;36034;36550;142775800;36550;0,011087229
14/09/06;36548;36680;36087;36154;91091800;36154;-0,010893594
15/09/06;36154;36469;35878;36170;81902200;36170;0,000442453
18/09/06;36168;36670;36134;36483;68704200;36483;0,008616353
19/09/06;36477;36487;35555;35886;115664900;35886;-0,016499151
20/09/06;35889;36069;34928;35197;153831600;35197;-0,019386396
21/09/06;35199;35332;34624;34830;198934000;34830;-0,010481767
22/09/06;34829;34897;34397;34799;131281600;34799;-0,000890434
25/09/06;34803;35054;34127;34973;126964700;34973;0,004987684
26/09/06;34972;35827;34972;35819;121505000;35819;0,023902144
27/09/06;35817;36114;35611;36106;152445400;36106;0,007980578
28/09/06;36105;36487;36031;36486;124881800;36486;0,010469569
29/09/06;36486;36570;36261;36449;128959000;36449;-0,001014602
2/10/06;36450;37317;36450;37058;149989200;37058;0,01657023
3/10/06;37057;37057;36438;36438;121786200;36438;-0,016872067
4/10/06;36441;37780;36441;37749;201054100;37749;0,035346799
5/10/06;37750;38205;37624;37977;147085300;37977;0,006021728
6/10/06;37976;37976;37493;37940;88616400;37940;-0,000974749
9/10/06;37930;38626;37736;38406;111501800;38406;0,012207733
10/10/06;38411;38778;38407;38655;119440600;38655;0,006462435
11/10/06;38652;38652;38091;38322;87991000;38322;-0,008651989
